Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Label
10.44030650891055,6.324555320336759,9.219544457292887,8.48528137423857,5.0,7.280109889280518,7.280109889280518,6.082762530298219,4.47213595499958,6.708203932499369,7.0,7.810249675906654,6.082762530298219,5.0990195135927845,5.0,6.082762530298219,4.47213595499958,9.219544457292887,7.0710678118654755,5.0,11111
11.40175425099138,5.385164807134504,8.54400374531753,9.219544457292887,4.47213595499958,8.94427190999916,8.06225774829855,6.082762530298219,5.0990195135927845,8.06225774829855,7.0710678118654755,8.48528137423857,6.082762530298219,6.082762530298219,5.656854249492381,5.0990195135927845,5.385164807134504,10.198039027185569,7.0710678118654755,5.0,11111
14.142135623730951,9.848857801796104,12.0,10.770329614269007,7.810249675906654,11.40175425099138,12.165525060596439,9.0,8.06225774829855,9.219544457292887,10.04987562112089,12.806248474865697,8.94427190999916,8.06225774829855,6.082762530298219,8.54400374531753,5.0,14.317821063276353,11.180339887498949,7.211102550927978,11111
11.180339887498949,7.280109889280518,10.198039027185569,10.816653826391969,6.4031242374328485,10.198039027185569,8.06225774829855,8.06225774829855,7.0710678118654755,8.54400374531753,8.0,9.219544457292887,7.280109889280518,8.06225774829855,5.0,6.324555320336759,5.656854249492381,11.180339887498949,9.055385138137417,7.211102550927978,11111
10.04987562112089,6.324555320336759,8.246211251235321,8.602325267042627,5.0,8.54400374531753,7.0710678118654755,6.0,6.082762530298219,6.324555320336759,7.0710678118654755,7.810249675906654,6.0,6.082762530298219,5.0,6.082762530298219,4.242640687119285,9.055385138137417,6.082762530298219,5.0,11111
11.40175425099138,5.830951894845301,9.055385138137417,9.433981132056603,7.280109889280518,8.94427190999916,9.219544457292887,7.0,6.082762530298219,7.211102550927978,7.0,9.219544457292887,7.211102550927978,6.082762530298219,5.0,6.082762530298219,5.385164807134504,10.198039027185569,8.246211251235321,6.4031242374328485,11111
8.54400374531753,6.324555320336759,9.219544457292887,7.810249675906654,5.0,8.06225774829855,7.280109889280518,6.082762530298219,5.385164807134504,5.830951894845301,7.0,8.06225774829855,6.082762530298219,5.385164807134504,5.385164807134504,6.082762530298219,4.47213595499958,9.219544457292887,7.280109889280518,4.47213595499958,11111
8.246211251235321,6.082762530298219,9.055385138137417,7.0710678118654755,3.605551275463989,7.0710678118654755,6.324555320336759,5.0990195135927845,4.47213595499958,5.830951894845301,6.0,7.211102550927978,5.0990195135927845,5.385164807134504,4.242640687119285,5.0,4.47213595499958,8.246211251235321,7.280109889280518,4.123105625617661,11111
9.219544457292887,6.324555320336759,10.198039027185569,7.810249675906654,4.242640687119285,7.0,7.280109889280518,5.0990195135927845,5.385164807134504,6.708203932499369,7.0,7.810249675906654,6.082762530298219,6.324555320336759,4.47213595499958,6.082762530298219,4.47213595499958,8.54400374531753,6.324555320336759,5.385164807134504,11111
9.486832980505138,7.615773105863909,9.0,7.211102550927978,5.656854249492381,8.246211251235321,7.280109889280518,6.082762530298219,6.082762530298219,5.385164807134504,7.0710678118654755,7.810249675906654,6.082762530298219,5.0990195135927845,5.385164807134504,6.324555320336759,3.605551275463989,9.486832980505138,7.280109889280518,4.47213595499958,11111
10.44030650891055,6.708203932499369,9.055385138137417,7.810249675906654,6.708203932499369,8.94427190999916,8.246211251235321,6.0,5.0990195135927845,6.708203932499369,8.0,9.219544457292887,6.708203932499369,6.082762530298219,5.830951894845301,6.082762530298219,4.47213595499958,10.198039027185569,7.280109889280518,5.656854249492381,11111
9.219544457292887,6.324555320336759,9.0,6.708203932499369,5.830951894845301,7.615773105863909,8.246211251235321,5.0,5.0,6.324555320336759,6.324555320336759,9.219544457292887,6.708203932499369,6.082762530298219,4.123105625617661,7.280109889280518,3.605551275463989,10.44030650891055,7.280109889280518,5.385164807134504,11111
9.486832980505138,6.324555320336759,10.198039027185569,8.48528137423857,5.830951894845301,8.246211251235321,8.54400374531753,5.0990195135927845,5.385164807134504,5.830951894845301,7.0,9.219544457292887,6.708203932499369,6.0,5.385164807134504,7.0710678118654755,4.123105625617661,9.486832980505138,7.615773105863909,5.0,11111
8.246211251235321,7.0710678118654755,9.219544457292887,7.810249675906654,4.242640687119285,7.0710678118654755,7.280109889280518,5.0990195135927845,5.0990195135927845,5.830951894845301,6.0,8.06225774829855,5.0990195135927845,5.385164807134504,4.47213595499958,6.082762530298219,4.47213595499958,8.246211251235321,7.280109889280518,4.123105625617661,11111
8.246211251235321,6.082762530298219,8.54400374531753,8.602325267042627,4.242640687119285,8.246211251235321,7.0710678118654755,5.385164807134504,5.0990195135927845,6.708203932499369,6.082762530298219,8.06225774829855,6.0,6.082762530298219,5.0,6.082762530298219,4.47213595499958,9.219544457292887,7.0710678118654755,4.47213595499958,11111
12.165525060596439,8.54400374531753,12.041594578792296,8.94427190999916,8.06225774829855,10.770329614269007,10.198039027185569,7.0,7.0,7.615773105863909,8.06225774829855,10.63014581273465,8.06225774829855,7.0710678118654755,5.385164807134504,8.246211251235321,5.0,11.40175425099138,9.219544457292887,6.4031242374328485,11111
10.44030650891055,6.324555320336759,10.770329614269007,8.602325267042627,4.242640687119285,7.280109889280518,7.280109889280518,5.0990195135927845,5.830951894845301,6.4031242374328485,8.246211251235321,8.48528137423857,7.0,5.385164807134504,7.0710678118654755,6.0,6.082762530298219,9.486832980505138,6.324555320336759,5.0,11111
9.219544457292887,7.280109889280518,9.219544457292887,7.810249675906654,5.0,7.0710678118654755,7.280109889280518,5.0990195135927845,5.385164807134504,5.830951894845301,7.0,8.602325267042627,6.082762530298219,5.385164807134504,5.830951894845301,7.0710678118654755,4.123105625617661,10.44030650891055,6.324555320336759,4.47213595499958,11111
10.198039027185569,7.615773105863909,9.219544457292887,9.433981132056603,6.708203932499369,9.486832980505138,8.246211251235321,7.0,6.082762530298219,7.615773105863909,8.06225774829855,9.899494936611665,6.708203932499369,6.0,5.385164807134504,6.082762530298219,4.47213595499958,10.44030650891055,7.280109889280518,6.4031242374328485,11111
