Feature 0,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Label
10.04987562112089,6.082762530298219,8.54400374531753,8.06225774829855,4.47213595499958,8.54400374531753,8.06225774829855,6.0,5.0990195135927845,6.324555320336759,7.0710678118654755,8.602325267042627,5.0990195135927845,5.0,4.242640687119285,5.0990195135927845,4.47213595499958,10.04987562112089,7.0,5.0,11111
10.04987562112089,6.082762530298219,8.246211251235321,8.06225774829855,4.47213595499958,8.94427190999916,8.06225774829855,5.0,5.0990195135927845,6.324555320336759,7.0710678118654755,10.0,6.082762530298219,6.0,5.656854249492381,6.082762530298219,4.47213595499958,10.04987562112089,7.0,5.0,11111
11.0,6.082762530298219,9.486832980505138,8.06225774829855,5.830951894845301,8.94427190999916,8.06225774829855,6.082762530298219,6.0,6.324555320336759,7.0,9.219544457292887,6.324555320336759,6.0,5.0,6.0,4.47213595499958,10.04987562112089,7.0710678118654755,5.0,11111
10.0,7.0710678118654755,9.219544457292887,8.602325267042627,5.0,8.94427190999916,8.06225774829855,6.082762530298219,5.0,7.280109889280518,7.0710678118654755,9.219544457292887,5.0990195135927845,6.0,5.0,5.0,4.242640687119285,10.0,8.06225774829855,5.656854249492381,11111
10.0,6.324555320336759,9.486832980505138,8.06225774829855,5.0,8.94427190999916,8.0,6.0,6.0,6.324555320336759,7.0710678118654755,8.602325267042627,6.0,6.0,4.242640687119285,6.082762530298219,4.242640687119285,10.04987562112089,7.0,5.0,11111
9.055385138137417,6.082762530298219,8.246211251235321,8.06225774829855,5.0,8.94427190999916,8.0,6.0,6.0,6.082762530298219,7.0710678118654755,8.06225774829855,6.0,6.0,5.0,6.082762530298219,3.605551275463989,10.0,7.0,5.0,11111
10.0,7.0,9.219544457292887,8.06225774829855,5.0,7.615773105863909,7.0710678118654755,6.0,6.0,6.324555320336759,7.0710678118654755,8.06225774829855,6.0,6.082762530298219,5.0,6.082762530298219,4.242640687119285,9.0,7.0,4.47213595499958,11111
9.055385138137417,7.0,8.246211251235321,7.615773105863909,5.656854249492381,8.54400374531753,7.0710678118654755,6.0,6.0,6.082762530298219,7.0,7.615773105863909,6.082762530298219,6.0,4.47213595499958,6.082762530298219,3.605551275463989,10.04987562112089,7.0,5.0,11111
9.055385138137417,7.0710678118654755,8.246211251235321,7.615773105863909,5.0,8.54400374531753,7.0,6.082762530298219,6.0,6.082762530298219,7.0,8.06225774829855,6.0,6.0,4.47213595499958,6.0,3.605551275463989,10.04987562112089,7.0710678118654755,5.0,11111
8.0,7.0710678118654755,8.246211251235321,7.615773105863909,5.0,8.54400374531753,7.0,6.0,6.0,6.082762530298219,7.0710678118654755,8.94427190999916,6.0,6.082762530298219,4.47213595499958,6.082762530298219,4.242640687119285,10.0,7.0710678118654755,4.47213595499958,11111
